,features,avg_accuracy
251,2515,0.9296875
252,2525,0.9296875
253,2535,0.9296875
254,2545,0.9296875
255,2555,0.9296875
256,2565,0.9296875
257,2575,0.9296875
258,2585,0.9296875
259,2595,0.928125
260,2605,0.928125
261,2615,0.9234374999999999
262,2625,0.9234374999999999
263,2635,0.921875
264,2645,0.921875
265,2655,0.921875
266,2665,0.921875
267,2675,0.921875
268,2685,0.9203125000000001
269,2695,0.9203125000000001
270,2705,0.9203125000000001
271,2715,0.9203125000000001
272,2725,0.9203125000000001
273,2735,0.9203125000000001
274,2745,0.9203125000000001
275,2755,0.9203125000000001
276,2765,0.9203125000000001
277,2775,0.9203125000000001
278,2785,0.9203125000000001
279,2795,0.9203125000000001
280,2805,0.9203125000000001
281,2815,0.9203125000000001
282,2825,0.9203125000000001
283,2835,0.9203125000000001
284,2845,0.9203125000000001
285,2855,0.9203125000000001
286,2865,0.9203125000000001
287,2875,0.9203125000000001
288,2885,0.9203125000000001
289,2895,0.91875
290,2905,0.91875
291,2915,0.91875
292,2925,0.91875
293,2935,0.91875
294,2945,0.91875
295,2955,0.91875
296,2965,0.9171874999999999
297,2975,0.9171874999999999
298,2985,0.9171874999999999
299,2995,0.9171874999999999
300,3005,0.9171874999999999
301,3015,0.9187500000000001
302,3025,0.9187500000000001
303,3035,0.9187500000000001
304,3045,0.9203125
305,3055,0.9203125
306,3065,0.9187500000000001
307,3075,0.9203125
308,3085,0.9203125
309,3095,0.9203125
310,3105,0.9203125
311,3115,0.9203125
312,3125,0.9203125
313,3135,0.9187500000000001
314,3145,0.9187500000000001
315,3155,0.9187500000000001
316,3165,0.9187500000000001
317,3175,0.9187500000000001
318,3185,0.9171875
319,3195,0.9171875
320,3205,0.9171875
321,3215,0.915625
322,3225,0.915625
323,3235,0.9140625
324,3245,0.9140625
325,3255,0.9140625
326,3265,0.9140625
327,3275,0.9140625
328,3285,0.9140625
329,3295,0.9125000000000001
330,3305,0.9125000000000001
331,3315,0.9125000000000001
332,3325,0.9125000000000001
333,3335,0.9125000000000001
334,3345,0.9109375000000001
335,3355,0.9109375000000001
336,3365,0.909375
337,3375,0.909375
338,3385,0.909375
339,3395,0.9078125
340,3405,0.9078125
341,3415,0.9078125
342,3425,0.9046875000000001
343,3435,0.9046875000000001
344,3445,0.90625
345,3455,0.9078125
346,3465,0.9031250000000001
347,3475,0.90625
348,3485,0.9046875
349,3495,0.9031250000000001
350,3505,0.9046875
351,3515,0.9031250000000001
352,3525,0.9031250000000001
353,3535,0.9015625
354,3545,0.9031250000000001
355,3555,0.9031250000000001
356,3565,0.9031250000000001
357,3575,0.9031250000000001
358,3585,0.9046875000000001
359,3595,0.9046875000000001
360,3605,0.903125
361,3615,0.903125
362,3625,0.903125
363,3635,0.903125
364,3645,0.903125
365,3655,0.903125
366,3665,0.9015625
367,3675,0.9015625
368,3685,0.9000000000000001
369,3695,0.9000000000000001
370,3705,0.8984375
371,3715,0.8984375
372,3725,0.89375
373,3735,0.89375
374,3745,0.890625
375,3755,0.8921875
376,3765,0.8921875
377,3775,0.89375
378,3785,0.89375
379,3795,0.8921875
380,3805,0.8906250000000001
381,3815,0.8906250000000001
382,3825,0.8875
383,3835,0.8890625000000001
384,3845,0.8890625
385,3855,0.8812500000000001
386,3865,0.8812500000000001
387,3875,0.8812500000000001
388,3885,0.8812500000000001
389,3895,0.8796875000000001
390,3905,0.8828125
391,3915,0.8828125
392,3925,0.8828125
393,3935,0.8796875
394,3945,0.878125
395,3955,0.8765624999999999
396,3965,0.875
397,3975,0.875
398,3985,0.8734375000000001
399,3995,0.8734375000000001
400,4005,0.875
401,4015,0.875
402,4025,0.875
403,4035,0.875
404,4045,0.875
405,4055,0.875
406,4065,0.8703124999999999
407,4075,0.8703124999999999
408,4085,0.8703124999999999
409,4095,0.8703124999999999
410,4105,0.8687499999999999
411,4115,0.8687499999999999
412,4125,0.8687499999999999
413,4135,0.8687499999999999
414,4145,0.8640625
415,4155,0.8609375
416,4165,0.859375
417,4175,0.8578125
418,4185,0.8578125
419,4195,0.8578125
420,4205,0.85625
421,4215,0.85625
422,4225,0.8546875
423,4235,0.853125
424,4245,0.8515625
425,4255,0.853125
426,4265,0.853125
427,4275,0.853125
428,4285,0.853125
429,4295,0.853125
430,4305,0.853125
431,4315,0.853125
432,4325,0.853125
433,4335,0.853125
434,4345,0.8546874999999999
435,4355,0.853125
436,4365,0.853125
437,4375,0.8515625
438,4385,0.8515625
439,4395,0.8515625
440,4405,0.8515625
441,4415,0.8468749999999999
442,4425,0.8468749999999999
443,4435,0.8468749999999999
444,4445,0.8468749999999999
445,4455,0.8453125
446,4465,0.84375
447,4475,0.8421875
